hour,zone,total_ridership
2024-02-01 06:00:00.000000 UTC,Outside,132384
2024-02-01 07:00:00.000000 UTC,Inside,41362
2024-02-01 07:00:00.000000 UTC,Outside,276012
2024-02-01 08:00:00.000000 UTC,Inside,65059
2024-02-01 08:00:00.000000 UTC,Outside,326364
2024-02-01 09:00:00.000000 UTC,Inside,45060
2024-02-01 09:00:00.000000 UTC,Outside,198277
2024-02-01 10:00:00.000000 UTC,Inside,26916
2024-02-01 10:00:00.000000 UTC,Outside,125918
2024-02-01 11:00:00.000000 UTC,Inside,26213
2024-02-01 11:00:00.000000 UTC,Outside,111148
2024-02-01 12:00:00.000000 UTC,Inside,28968
2024-02-01 12:00:00.000000 UTC,Outside,118107
2024-02-01 13:00:00.000000 UTC,Inside,31862
2024-02-01 13:00:00.000000 UTC,Outside,133431
2024-02-01 14:00:00.000000 UTC,Inside,40869
2024-02-01 14:00:00.000000 UTC,Outside,168230
2024-02-01 15:00:00.000000 UTC,Inside,56698
2024-02-01 15:00:00.000000 UTC,Outside,214168
2024-02-01 16:00:00.000000 UTC,Inside,72397
2024-02-01 16:00:00.000000 UTC,Outside,244716
2024-02-01 17:00:00.000000 UTC,Inside,103631
2024-02-01 17:00:00.000000 UTC,Outside,296241
2024-02-01 18:00:00.000000 UTC,Inside,77366
2024-02-01 18:00:00.000000 UTC,Outside,220757
2024-02-01 19:00:00.000000 UTC,Inside,46022
2024-02-01 19:00:00.000000 UTC,Outside,135673
2024-02-01 20:00:00.000000 UTC,Inside,32591
2024-02-01 20:00:00.000000 UTC,Outside,98564
2024-02-01 21:00:00.000000 UTC,Inside,27969
2024-02-01 21:00:00.000000 UTC,Outside,76968
2024-02-01 22:00:00.000000 UTC,Inside,22377
2024-02-01 22:00:00.000000 UTC,Outside,61919
2024-02-01 23:00:00.000000 UTC,Inside,12270
2024-02-01 23:00:00.000000 UTC,Outside,34596
2024-02-02 00:00:00.000000 UTC,Inside,7056
2024-02-02 00:00:00.000000 UTC,Outside,18505
2024-02-02 01:00:00.000000 UTC,Inside,2564
2024-02-02 01:00:00.000000 UTC,Outside,7012
2024-02-02 02:00:00.000000 UTC,Inside,1271
2024-02-02 02:00:00.000000 UTC,Outside,4615
2024-02-02 03:00:00.000000 UTC,Inside,897
2024-02-02 03:00:00.000000 UTC,Outside,5635
2024-02-02 04:00:00.000000 UTC,Inside,1293
2024-02-02 04:00:00.000000 UTC,Outside,16051
2024-02-02 05:00:00.000000 UTC,Inside,6037
2024-02-02 05:00:00.000000 UTC,Outside,55914
2024-02-02 06:00:00.000000 UTC,Inside,16049
2024-02-02 06:00:00.000000 UTC,Outside,120751
2024-02-02 07:00:00.000000 UTC,Inside,32378
2024-02-02 07:00:00.000000 UTC,Outside,238553
2024-02-02 08:00:00.000000 UTC,Inside,42727
2024-02-02 08:00:00.000000 UTC,Outside,247855
2024-02-02 09:00:00.000000 UTC,Inside,31552
2024-02-02 09:00:00.000000 UTC,Outside,156477
2024-02-02 10:00:00.000000 UTC,Inside,24663
2024-02-02 10:00:00.000000 UTC,Outside,115068
2024-02-02 11:00:00.000000 UTC,Inside,25557
2024-02-02 11:00:00.000000 UTC,Outside,107815
2024-02-02 12:00:00.000000 UTC,Inside,29342
2024-02-02 12:00:00.000000 UTC,Outside,118648
2024-02-02 13:00:00.000000 UTC,Inside,32618
2024-02-02 13:00:00.000000 UTC,Outside,135126
2024-02-02 14:00:00.000000 UTC,Inside,44007
2024-02-02 14:00:00.000000 UTC,Outside,176270
2024-02-02 15:00:00.000000 UTC,Inside,55101
2024-02-02 15:00:00.000000 UTC,Outside,214579
2024-02-02 16:00:00.000000 UTC,Inside,63170
2024-02-02 16:00:00.000000 UTC,Outside,224501
2024-02-02 17:00:00.000000 UTC,Inside,74607
2024-02-02 17:00:00.000000 UTC,Outside,242695
2024-02-02 18:00:00.000000 UTC,Inside,59075
2024-02-02 18:00:00.000000 UTC,Outside,190915
2024-02-02 19:00:00.000000 UTC,Inside,41260
2024-02-02 19:00:00.000000 UTC,Outside,132564
2024-02-02 20:00:00.000000 UTC,Inside,30492
2024-02-02 20:00:00.000000 UTC,Outside,97185
2024-02-02 21:00:00.000000 UTC,Inside,27711
2024-02-02 21:00:00.000000 UTC,Outside,77235
2024-02-02 22:00:00.000000 UTC,Inside,25493
2024-02-02 22:00:00.000000 UTC,Outside,67277
2024-02-02 23:00:00.000000 UTC,Inside,17504
2024-02-02 23:00:00.000000 UTC,Outside,47505
2024-02-03 00:00:00.000000 UTC,Inside,11871
2024-02-03 00:00:00.000000 UTC,Outside,27594
2024-02-03 01:00:00.000000 UTC,Inside,5552
2024-02-03 01:00:00.000000 UTC,Outside,12661
2024-02-03 02:00:00.000000 UTC,Inside,2891
2024-02-03 02:00:00.000000 UTC,Outside,7678
2024-02-03 03:00:00.000000 UTC,Inside,1739
2024-02-03 03:00:00.000000 UTC,Outside,5997
2024-02-03 04:00:00.000000 UTC,Inside,1571
2024-02-03 04:00:00.000000 UTC,Outside,9419
2024-02-03 05:00:00.000000 UTC,Inside,2134
2024-02-03 05:00:00.000000 UTC,Outside,19221
2024-02-03 06:00:00.000000 UTC,Inside,4541
2024-02-03 06:00:00.000000 UTC,Outside,37017
2024-02-03 07:00:00.000000 UTC,Inside,7902
2024-02-03 07:00:00.000000 UTC,Outside,58348
2024-02-03 08:00:00.000000 UTC,Inside,11742
2024-02-03 08:00:00.000000 UTC,Outside,73268
2024-02-03 09:00:00.000000 UTC,Inside,16067
2024-02-03 09:00:00.000000 UTC,Outside,84291
2024-02-03 10:00:00.000000 UTC,Inside,20928
2024-02-03 10:00:00.000000 UTC,Outside,94023
2024-02-03 11:00:00.000000 UTC,Inside,25707
2024-02-03 11:00:00.000000 UTC,Outside,106128
2024-02-03 12:00:00.000000 UTC,Inside,30714
2024-02-03 12:00:00.000000 UTC,Outside,118964
2024-02-03 13:00:00.000000 UTC,Inside,34538
2024-02-03 13:00:00.000000 UTC,Outside,130186
2024-02-03 14:00:00.000000 UTC,Inside,37819
2024-02-03 14:00:00.000000 UTC,Outside,137050
2024-02-03 15:00:00.000000 UTC,Inside,42739
2024-02-03 15:00:00.000000 UTC,Outside,144259
2024-02-03 16:00:00.000000 UTC,Inside,47703
2024-02-03 16:00:00.000000 UTC,Outside,145427
2024-02-03 17:00:00.000000 UTC,Inside,46504
2024-02-03 17:00:00.000000 UTC,Outside,141593
2024-02-03 18:00:00.000000 UTC,Inside,42074
2024-02-03 18:00:00.000000 UTC,Outside,125683
2024-02-03 19:00:00.000000 UTC,Inside,35211
2024-02-03 19:00:00.000000 UTC,Outside,104130
2024-02-03 20:00:00.000000 UTC,Inside,27478
2024-02-03 20:00:00.000000 UTC,Outside,77560
2024-02-03 21:00:00.000000 UTC,Inside,24330
2024-02-03 21:00:00.000000 UTC,Outside,64262
2024-02-03 22:00:00.000000 UTC,Inside,23865
2024-02-03 22:00:00.000000 UTC,Outside,58950
2024-02-03 23:00:00.000000 UTC,Inside,18762
2024-02-03 23:00:00.000000 UTC,Outside,45809
2024-02-04 00:00:00.000000 UTC,Inside,11332
2024-02-04 00:00:00.000000 UTC,Outside,25729
2024-02-04 01:00:00.000000 UTC,Inside,5859
2024-02-04 01:00:00.000000 UTC,Outside,13099
2024-02-04 02:00:00.000000 UTC,Inside,3267
2024-02-04 02:00:00.000000 UTC,Outside,7655
2024-02-04 03:00:00.000000 UTC,Inside,2027
2024-02-04 03:00:00.000000 UTC,Outside,5645
2024-02-04 04:00:00.000000 UTC,Inside,1490
2024-02-04 04:00:00.000000 UTC,Outside,7895
2024-02-04 05:00:00.000000 UTC,Inside,1545
2024-02-04 05:00:00.000000 UTC,Outside,13896
2024-02-04 06:00:00.000000 UTC,Inside,3627
2024-02-04 06:00:00.000000 UTC,Outside,26615
2024-02-04 07:00:00.000000 UTC,Inside,5666
2024-02-04 07:00:00.000000 UTC,Outside,39211
2024-02-04 08:00:00.000000 UTC,Inside,8418
2024-02-04 08:00:00.000000 UTC,Outside,50808
2024-02-04 09:00:00.000000 UTC,Inside,12566
2024-02-04 09:00:00.000000 UTC,Outside,66188
2024-02-04 10:00:00.000000 UTC,Inside,16656
2024-02-04 10:00:00.000000 UTC,Outside,78249
2024-02-04 11:00:00.000000 UTC,Inside,21257
2024-02-04 11:00:00.000000 UTC,Outside,86837
2024-02-04 12:00:00.000000 UTC,Inside,25993
2024-02-04 12:00:00.000000 UTC,Outside,98632
2024-02-04 13:00:00.000000 UTC,Inside,28885
2024-02-04 13:00:00.000000 UTC,Outside,108418
2024-02-04 14:00:00.000000 UTC,Inside,31758
2024-02-04 14:00:00.000000 UTC,Outside,111591
2024-02-04 15:00:00.000000 UTC,Inside,34112
2024-02-04 15:00:00.000000 UTC,Outside,112199
2024-02-04 16:00:00.000000 UTC,Inside,35467
2024-02-04 16:00:00.000000 UTC,Outside,110399
2024-02-04 17:00:00.000000 UTC,Inside,36521
2024-02-04 17:00:00.000000 UTC,Outside,106253
2024-02-04 18:00:00.000000 UTC,Inside,30955
2024-02-04 18:00:00.000000 UTC,Outside,89826
2024-02-04 19:00:00.000000 UTC,Inside,23548
2024-02-04 19:00:00.000000 UTC,Outside,66673
2024-02-04 20:00:00.000000 UTC,Inside,18304
2024-02-04 20:00:00.000000 UTC,Outside,51005
2024-02-04 21:00:00.000000 UTC,Inside,15856
2024-02-04 21:00:00.000000 UTC,Outside,42550
2024-02-04 22:00:00.000000 UTC,Inside,12546
2024-02-04 22:00:00.000000 UTC,Outside,34286
2024-02-04 23:00:00.000000 UTC,Inside,7491
2024-02-04 23:00:00.000000 UTC,Outside,20957
2024-02-05 00:00:00.000000 UTC,Inside,3562
2024-02-05 00:00:00.000000 UTC,Outside,10360
2024-02-05 01:00:00.000000 UTC,Inside,1424
2024-02-05 01:00:00.000000 UTC,Outside,4439
2024-02-05 02:00:00.000000 UTC,Inside,839
2024-02-05 02:00:00.000000 UTC,Outside,3346
2024-02-05 03:00:00.000000 UTC,Inside,727
2024-02-05 03:00:00.000000 UTC,Outside,4970
2024-02-05 04:00:00.000000 UTC,Inside,1382
2024-02-05 04:00:00.000000 UTC,Outside,15935
2024-02-05 05:00:00.000000 UTC,Inside,6005
2024-02-05 05:00:00.000000 UTC,Outside,57541
2024-02-05 06:00:00.000000 UTC,Inside,17608
2024-02-05 06:00:00.000000 UTC,Outside,129898
2024-02-05 07:00:00.000000 UTC,Inside,39408
2024-02-05 07:00:00.000000 UTC,Outside,268063
2024-02-05 08:00:00.000000 UTC,Inside,58622
2024-02-05 08:00:00.000000 UTC,Outside,300178
2024-02-05 09:00:00.000000 UTC,Inside,37813
2024-02-05 09:00:00.000000 UTC,Outside,175735
2024-02-05 10:00:00.000000 UTC,Inside,25222
2024-02-05 10:00:00.000000 UTC,Outside,116958
2024-02-05 11:00:00.000000 UTC,Inside,23739
2024-02-05 11:00:00.000000 UTC,Outside,103842
2024-02-05 12:00:00.000000 UTC,Inside,26481
2024-02-05 12:00:00.000000 UTC,Outside,110155
2024-02-05 13:00:00.000000 UTC,Inside,29694
2024-02-05 13:00:00.000000 UTC,Outside,127421
2024-02-05 14:00:00.000000 UTC,Inside,38961
2024-02-05 14:00:00.000000 UTC,Outside,159228
2024-02-05 15:00:00.000000 UTC,Inside,52896
2024-02-05 15:00:00.000000 UTC,Outside,205358
2024-02-05 16:00:00.000000 UTC,Inside,66607
2024-02-05 16:00:00.000000 UTC,Outside,232533
2024-02-05 17:00:00.000000 UTC,Inside,91274
2024-02-05 17:00:00.000000 UTC,Outside,272695
2024-02-05 18:00:00.000000 UTC,Inside,67734
2024-02-05 18:00:00.000000 UTC,Outside,201167
2024-02-05 19:00:00.000000 UTC,Inside,38873
2024-02-05 19:00:00.000000 UTC,Outside,117916
2024-02-05 20:00:00.000000 UTC,Inside,26399
2024-02-05 20:00:00.000000 UTC,Outside,83141
2024-02-05 21:00:00.000000 UTC,Inside,20535
2024-02-05 21:00:00.000000 UTC,Outside,62125
2024-02-05 22:00:00.000000 UTC,Inside,18794
2024-02-05 22:00:00.000000 UTC,Outside,43415
2024-02-05 23:00:00.000000 UTC,Inside,8615
2024-02-05 23:00:00.000000 UTC,Outside,25591
2024-02-06 00:00:00.000000 UTC,Inside,4924
2024-02-06 00:00:00.000000 UTC,Outside,12612
2024-02-06 01:00:00.000000 UTC,Inside,1544
2024-02-06 01:00:00.000000 UTC,Outside,4610
2024-02-06 02:00:00.000000 UTC,Inside,833
2024-02-06 02:00:00.000000 UTC,Outside,3643
2024-02-06 03:00:00.000000 UTC,Inside,738
2024-02-06 03:00:00.000000 UTC,Outside,5182
2024-02-06 04:00:00.000000 UTC,Inside,1231
2024-02-06 04:00:00.000000 UTC,Outside,16514
2024-02-06 05:00:00.000000 UTC,Inside,6400
2024-02-06 05:00:00.000000 UTC,Outside,59947
2024-02-06 06:00:00.000000 UTC,Inside,19865
2024-02-06 06:00:00.000000 UTC,Outside,136976
2024-02-06 07:00:00.000000 UTC,Inside,44370
2024-02-06 07:00:00.000000 UTC,Outside,287905
2024-02-06 08:00:00.000000 UTC,Inside,70721
2024-02-06 08:00:00.000000 UTC,Outside,346691
2024-02-06 09:00:00.000000 UTC,Inside,47433
2024-02-06 09:00:00.000000 UTC,Outside,201956
2024-02-06 10:00:00.000000 UTC,Inside,28012
2024-02-06 10:00:00.000000 UTC,Outside,126177
2024-02-06 11:00:00.000000 UTC,Inside,25948
2024-02-06 11:00:00.000000 UTC,Outside,109075
2024-02-06 12:00:00.000000 UTC,Inside,28679
2024-02-06 12:00:00.000000 UTC,Outside,115472
2024-02-06 13:00:00.000000 UTC,Inside,31876
2024-02-06 13:00:00.000000 UTC,Outside,130991
2024-02-06 14:00:00.000000 UTC,Inside,41162
2024-02-06 14:00:00.000000 UTC,Outside,166304
2024-02-06 15:00:00.000000 UTC,Inside,56850
2024-02-06 15:00:00.000000 UTC,Outside,214751
2024-02-06 16:00:00.000000 UTC,Inside,74263
2024-02-06 16:00:00.000000 UTC,Outside,246050
2024-02-06 17:00:00.000000 UTC,Inside,110112
2024-02-06 17:00:00.000000 UTC,Outside,307440
2024-02-06 18:00:00.000000 UTC,Inside,82476
2024-02-06 18:00:00.000000 UTC,Outside,227034
2024-02-06 19:00:00.000000 UTC,Inside,45771
2024-02-06 19:00:00.000000 UTC,Outside,131564
2024-02-06 20:00:00.000000 UTC,Inside,30659
2024-02-06 20:00:00.000000 UTC,Outside,94023
2024-02-06 21:00:00.000000 UTC,Inside,30315
2024-02-06 21:00:00.000000 UTC,Outside,72300
2024-02-06 22:00:00.000000 UTC,Inside,21271
2024-02-06 22:00:00.000000 UTC,Outside,51567
2024-02-06 23:00:00.000000 UTC,Inside,10324
2024-02-06 23:00:00.000000 UTC,Outside,29182
2024-02-07 00:00:00.000000 UTC,Inside,5423
2024-02-07 00:00:00.000000 UTC,Outside,14037
2024-02-07 01:00:00.000000 UTC,Inside,1790
2024-02-07 01:00:00.000000 UTC,Outside,5233
2024-02-07 02:00:00.000000 UTC,Inside,955
2024-02-07 02:00:00.000000 UTC,Outside,3803
2024-02-07 03:00:00.000000 UTC,Inside,722
2024-02-07 03:00:00.000000 UTC,Outside,5231
2024-02-07 04:00:00.000000 UTC,Inside,1298
2024-02-07 04:00:00.000000 UTC,Outside,16635
2024-02-07 05:00:00.000000 UTC,Inside,6435
2024-02-07 05:00:00.000000 UTC,Outside,59482
2024-02-07 06:00:00.000000 UTC,Inside,19403
2024-02-07 06:00:00.000000 UTC,Outside,135709
2024-02-07 07:00:00.000000 UTC,Inside,43309
2024-02-07 07:00:00.000000 UTC,Outside,287092
2024-02-07 08:00:00.000000 UTC,Inside,69672
2024-02-07 08:00:00.000000 UTC,Outside,343068
2024-02-07 09:00:00.000000 UTC,Inside,46540
2024-02-07 09:00:00.000000 UTC,Outside,202737
2024-02-07 10:00:00.000000 UTC,Inside,28296
2024-02-07 10:00:00.000000 UTC,Outside,129055
2024-02-07 11:00:00.000000 UTC,Inside,26004
2024-02-07 11:00:00.000000 UTC,Outside,113750
2024-02-07 12:00:00.000000 UTC,Inside,29601
2024-02-07 12:00:00.000000 UTC,Outside,120574
2024-02-07 13:00:00.000000 UTC,Inside,33420
2024-02-07 13:00:00.000000 UTC,Outside,136933
2024-02-07 14:00:00.000000 UTC,Inside,42978
2024-02-07 14:00:00.000000 UTC,Outside,173018
2024-02-07 15:00:00.000000 UTC,Inside,57446
2024-02-07 15:00:00.000000 UTC,Outside,214289
2024-02-07 16:00:00.000000 UTC,Inside,75747
2024-02-07 16:00:00.000000 UTC,Outside,247334
2024-02-07 17:00:00.000000 UTC,Inside,109489
2024-02-07 17:00:00.000000 UTC,Outside,305888
2024-02-07 18:00:00.000000 UTC,Inside,81219
2024-02-07 18:00:00.000000 UTC,Outside,227922
2024-02-07 19:00:00.000000 UTC,Inside,46708
2024-02-07 19:00:00.000000 UTC,Outside,135720
2024-02-07 20:00:00.000000 UTC,Inside,32853
2024-02-07 20:00:00.000000 UTC,Outside,97826
2024-02-07 21:00:00.000000 UTC,Inside,27790
2024-02-07 21:00:00.000000 UTC,Outside,77872
2024-02-07 22:00:00.000000 UTC,Inside,20658
2024-02-07 22:00:00.000000 UTC,Outside,54255
2024-02-07 23:00:00.000000 UTC,Inside,10713
2024-02-07 23:00:00.000000 UTC,Outside,31708
2024-02-08 00:00:00.000000 UTC,Inside,5908
2024-02-08 00:00:00.000000 UTC,Outside,15873
2024-02-08 01:00:00.000000 UTC,Inside,1992
2024-02-08 01:00:00.000000 UTC,Outside,5991
2024-02-08 02:00:00.000000 UTC,Inside,1004
2024-02-08 02:00:00.000000 UTC,Outside,4050
2024-02-08 03:00:00.000000 UTC,Inside,764
2024-02-08 03:00:00.000000 UTC,Outside,5352
2024-02-08 04:00:00.000000 UTC,Inside,1331
2024-02-08 04:00:00.000000 UTC,Outside,16618
2024-02-08 05:00:00.000000 UTC,Inside,6362
2024-02-08 05:00:00.000000 UTC,Outside,59011
2024-02-08 06:00:00.000000 UTC,Inside,18529
2024-02-08 06:00:00.000000 UTC,Outside,133663
2024-02-08 07:00:00.000000 UTC,Inside,41271
2024-02-08 07:00:00.000000 UTC,Outside,280844
2024-02-08 08:00:00.000000 UTC,Inside,65821
2024-02-08 08:00:00.000000 UTC,Outside,330881
2024-02-08 09:00:00.000000 UTC,Inside,46157
2024-02-08 09:00:00.000000 UTC,Outside,199407
2024-02-08 10:00:00.000000 UTC,Inside,28194
2024-02-08 10:00:00.000000 UTC,Outside,128361
2024-02-08 11:00:00.000000 UTC,Inside,26835
2024-02-08 11:00:00.000000 UTC,Outside,113049
2024-02-08 12:00:00.000000 UTC,Inside,30164
2024-02-08 12:00:00.000000 UTC,Outside,121027
2024-02-08 13:00:00.000000 UTC,Inside,33227
2024-02-08 13:00:00.000000 UTC,Outside,138182
2024-02-08 14:00:00.000000 UTC,Inside,42312
2024-02-08 14:00:00.000000 UTC,Outside,171592
2024-02-08 15:00:00.000000 UTC,Inside,58647
2024-02-08 15:00:00.000000 UTC,Outside,218674
2024-02-08 16:00:00.000000 UTC,Inside,73932
2024-02-08 16:00:00.000000 UTC,Outside,247961
2024-02-08 17:00:00.000000 UTC,Inside,104307
2024-02-08 17:00:00.000000 UTC,Outside,301749
2024-02-08 18:00:00.000000 UTC,Inside,80783
2024-02-08 18:00:00.000000 UTC,Outside,230751
2024-02-08 19:00:00.000000 UTC,Inside,48454
2024-02-08 19:00:00.000000 UTC,Outside,138526
2024-02-08 20:00:00.000000 UTC,Inside,33528
2024-02-08 20:00:00.000000 UTC,Outside,100821
2024-02-08 21:00:00.000000 UTC,Inside,33633
2024-02-08 21:00:00.000000 UTC,Outside,80667
2024-02-08 22:00:00.000000 UTC,Inside,24651
2024-02-08 22:00:00.000000 UTC,Outside,61358
2024-02-08 23:00:00.000000 UTC,Inside,12948
2024-02-08 23:00:00.000000 UTC,Outside,35413
2024-02-09 00:00:00.000000 UTC,Inside,7068
2024-02-09 00:00:00.000000 UTC,Outside,18710
2024-02-09 01:00:00.000000 UTC,Inside,2735
2024-02-09 01:00:00.000000 UTC,Outside,7445
2024-02-09 02:00:00.000000 UTC,Inside,1468
2024-02-09 02:00:00.000000 UTC,Outside,4928
2024-02-09 03:00:00.000000 UTC,Inside,993
2024-02-09 03:00:00.000000 UTC,Outside,5902
2024-02-09 04:00:00.000000 UTC,Inside,1404
2024-02-09 04:00:00.000000 UTC,Outside,16357
2024-02-09 05:00:00.000000 UTC,Inside,6004
2024-02-09 05:00:00.000000 UTC,Outside,56636
2024-02-09 06:00:00.000000 UTC,Inside,15793
2024-02-09 06:00:00.000000 UTC,Outside,120643
2024-02-09 07:00:00.000000 UTC,Inside,32174
2024-02-09 07:00:00.000000 UTC,Outside,239020
2024-02-09 08:00:00.000000 UTC,Inside,42472
2024-02-09 08:00:00.000000 UTC,Outside,245126
2024-02-09 09:00:00.000000 UTC,Inside,31838
2024-02-09 09:00:00.000000 UTC,Outside,157915
2024-02-09 10:00:00.000000 UTC,Inside,25521
2024-02-09 10:00:00.000000 UTC,Outside,118098
2024-02-09 11:00:00.000000 UTC,Inside,26738
2024-02-09 11:00:00.000000 UTC,Outside,113018
2024-02-09 12:00:00.000000 UTC,Inside,30745
2024-02-09 12:00:00.000000 UTC,Outside,124261
2024-02-09 13:00:00.000000 UTC,Inside,35323
2024-02-09 13:00:00.000000 UTC,Outside,143499
2024-02-09 14:00:00.000000 UTC,Inside,45980
2024-02-09 14:00:00.000000 UTC,Outside,183154
2024-02-09 15:00:00.000000 UTC,Inside,59853
2024-02-09 15:00:00.000000 UTC,Outside,223121
2024-02-09 16:00:00.000000 UTC,Inside,67731
2024-02-09 16:00:00.000000 UTC,Outside,234099
2024-02-09 17:00:00.000000 UTC,Inside,76561
2024-02-09 17:00:00.000000 UTC,Outside,247030
2024-02-09 18:00:00.000000 UTC,Inside,63810
2024-02-09 18:00:00.000000 UTC,Outside,194563
2024-02-09 19:00:00.000000 UTC,Inside,42889
2024-02-09 19:00:00.000000 UTC,Outside,133713
2024-02-09 20:00:00.000000 UTC,Inside,31650
2024-02-09 20:00:00.000000 UTC,Outside,96544
2024-02-09 21:00:00.000000 UTC,Inside,27871
2024-02-09 21:00:00.000000 UTC,Outside,77554
2024-02-09 22:00:00.000000 UTC,Inside,27343
2024-02-09 22:00:00.000000 UTC,Outside,68463
2024-02-09 23:00:00.000000 UTC,Inside,19266
2024-02-09 23:00:00.000000 UTC,Outside,48932
2024-02-10 00:00:00.000000 UTC,Inside,13092
2024-02-10 00:00:00.000000 UTC,Outside,28722
2024-02-10 01:00:00.000000 UTC,Inside,6370
2024-02-10 01:00:00.000000 UTC,Outside,13978
2024-02-10 02:00:00.000000 UTC,Inside,3295
2024-02-10 02:00:00.000000 UTC,Outside,8150
2024-02-10 03:00:00.000000 UTC,Inside,1919
2024-02-10 03:00:00.000000 UTC,Outside,6296
2024-02-10 04:00:00.000000 UTC,Inside,1627
2024-02-10 04:00:00.000000 UTC,Outside,9600
2024-02-10 05:00:00.000000 UTC,Inside,1972
2024-02-10 05:00:00.000000 UTC,Outside,19576
2024-02-10 06:00:00.000000 UTC,Inside,4235
2024-02-10 06:00:00.000000 UTC,Outside,37058
2024-02-10 07:00:00.000000 UTC,Inside,7080
2024-02-10 07:00:00.000000 UTC,Outside,57142
2024-02-10 08:00:00.000000 UTC,Inside,10914
2024-02-10 08:00:00.000000 UTC,Outside,72951
2024-02-10 09:00:00.000000 UTC,Inside,15954
2024-02-10 09:00:00.000000 UTC,Outside,87411
2024-02-10 10:00:00.000000 UTC,Inside,20933
2024-02-10 10:00:00.000000 UTC,Outside,99618
2024-02-10 11:00:00.000000 UTC,Inside,26510
2024-02-10 11:00:00.000000 UTC,Outside,111681
2024-02-10 12:00:00.000000 UTC,Inside,31991
2024-02-10 12:00:00.000000 UTC,Outside,126856
2024-02-10 13:00:00.000000 UTC,Inside,36447
2024-02-10 13:00:00.000000 UTC,Outside,135545
2024-02-10 14:00:00.000000 UTC,Inside,40776
2024-02-10 14:00:00.000000 UTC,Outside,137583
2024-02-10 15:00:00.000000 UTC,Inside,45313
2024-02-10 15:00:00.000000 UTC,Outside,144534
2024-02-10 16:00:00.000000 UTC,Inside,49390
2024-02-10 16:00:00.000000 UTC,Outside,145370
2024-02-10 17:00:00.000000 UTC,Inside,47632
2024-02-10 17:00:00.000000 UTC,Outside,141517
2024-02-10 18:00:00.000000 UTC,Inside,42371
2024-02-10 18:00:00.000000 UTC,Outside,128509
2024-02-10 19:00:00.000000 UTC,Inside,35031
2024-02-10 19:00:00.000000 UTC,Outside,103755
2024-02-10 20:00:00.000000 UTC,Inside,32517
2024-02-10 20:00:00.000000 UTC,Outside,79000
2024-02-10 21:00:00.000000 UTC,Inside,25276
2024-02-10 21:00:00.000000 UTC,Outside,68203
2024-02-10 22:00:00.000000 UTC,Inside,25881
2024-02-10 22:00:00.000000 UTC,Outside,62533
2024-02-10 23:00:00.000000 UTC,Inside,19708
2024-02-10 23:00:00.000000 UTC,Outside,46464
2024-02-11 00:00:00.000000 UTC,Inside,11698
2024-02-11 00:00:00.000000 UTC,Outside,26600
2024-02-11 01:00:00.000000 UTC,Inside,6126
2024-02-11 01:00:00.000000 UTC,Outside,13562
2024-02-11 02:00:00.000000 UTC,Inside,3592
2024-02-11 02:00:00.000000 UTC,Outside,8513
2024-02-11 03:00:00.000000 UTC,Inside,2030
2024-02-11 03:00:00.000000 UTC,Outside,6237
2024-02-11 04:00:00.000000 UTC,Inside,1688
2024-02-11 04:00:00.000000 UTC,Outside,8390
2024-02-11 05:00:00.000000 UTC,Inside,1455
2024-02-11 05:00:00.000000 UTC,Outside,14070
2024-02-11 06:00:00.000000 UTC,Inside,3059
2024-02-11 06:00:00.000000 UTC,Outside,26318
2024-02-11 07:00:00.000000 UTC,Inside,5399
2024-02-11 07:00:00.000000 UTC,Outside,39920
2024-02-11 08:00:00.000000 UTC,Inside,8515
2024-02-11 08:00:00.000000 UTC,Outside,52793
2024-02-11 09:00:00.000000 UTC,Inside,12563
2024-02-11 09:00:00.000000 UTC,Outside,66638
2024-02-11 10:00:00.000000 UTC,Inside,16675
2024-02-11 10:00:00.000000 UTC,Outside,80975
2024-02-11 11:00:00.000000 UTC,Inside,20346
2024-02-11 11:00:00.000000 UTC,Outside,87627
2024-02-11 12:00:00.000000 UTC,Inside,24397
2024-02-11 12:00:00.000000 UTC,Outside,97868
2024-02-11 13:00:00.000000 UTC,Inside,26955
2024-02-11 13:00:00.000000 UTC,Outside,104737
2024-02-11 14:00:00.000000 UTC,Inside,28426
2024-02-11 14:00:00.000000 UTC,Outside,107133
2024-02-11 15:00:00.000000 UTC,Inside,31353
2024-02-11 15:00:00.000000 UTC,Outside,110704
2024-02-11 16:00:00.000000 UTC,Inside,35981
2024-02-11 16:00:00.000000 UTC,Outside,114820
2024-02-11 17:00:00.000000 UTC,Inside,40133
2024-02-11 17:00:00.000000 UTC,Outside,125605
2024-02-11 18:00:00.000000 UTC,Inside,29996
2024-02-11 18:00:00.000000 UTC,Outside,89989
2024-02-11 19:00:00.000000 UTC,Inside,18389
2024-02-11 19:00:00.000000 UTC,Outside,55394
2024-02-11 20:00:00.000000 UTC,Inside,14691
2024-02-11 20:00:00.000000 UTC,Outside,43683
2024-02-11 21:00:00.000000 UTC,Inside,14929
2024-02-11 21:00:00.000000 UTC,Outside,42617
2024-02-11 22:00:00.000000 UTC,Inside,13036
2024-02-11 22:00:00.000000 UTC,Outside,36411
2024-02-11 23:00:00.000000 UTC,Inside,17905
2024-02-11 23:00:00.000000 UTC,Outside,56243
2024-02-12 00:00:00.000000 UTC,Inside,4665
2024-02-12 00:00:00.000000 UTC,Outside,12901
2024-02-12 01:00:00.000000 UTC,Inside,1691
