hour,zone,total_ridership
2025-02-03 13:00:00.000000 UTC,Outside,134407
2025-02-03 14:00:00.000000 UTC,Inside,41065
2025-02-03 14:00:00.000000 UTC,Outside,169791
2025-02-03 15:00:00.000000 UTC,Inside,56349
2025-02-03 15:00:00.000000 UTC,Outside,219567
2025-02-03 16:00:00.000000 UTC,Inside,69222
2025-02-03 16:00:00.000000 UTC,Outside,246828
2025-02-03 17:00:00.000000 UTC,Inside,96389
2025-02-03 17:00:00.000000 UTC,Outside,288568
2025-02-03 18:00:00.000000 UTC,Inside,70814
2025-02-03 18:00:00.000000 UTC,Outside,209352
2025-02-03 19:00:00.000000 UTC,Inside,40593
2025-02-03 19:00:00.000000 UTC,Outside,126023
2025-02-03 20:00:00.000000 UTC,Inside,28173
2025-02-03 20:00:00.000000 UTC,Outside,91504
2025-02-03 21:00:00.000000 UTC,Inside,21871
2025-02-03 21:00:00.000000 UTC,Outside,67578
2025-02-03 22:00:00.000000 UTC,Inside,18055
2025-02-03 22:00:00.000000 UTC,Outside,50140
2025-02-03 23:00:00.000000 UTC,Inside,9618
2025-02-03 23:00:00.000000 UTC,Outside,29089
2025-02-04 00:00:00.000000 UTC,Inside,5518
2025-02-04 00:00:00.000000 UTC,Outside,14730
2025-02-04 01:00:00.000000 UTC,Inside,1911
2025-02-04 01:00:00.000000 UTC,Outside,5730
2025-02-04 02:00:00.000000 UTC,Inside,956
2025-02-04 02:00:00.000000 UTC,Outside,3985
2025-02-04 03:00:00.000000 UTC,Inside,803
2025-02-04 03:00:00.000000 UTC,Outside,5823
2025-02-04 04:00:00.000000 UTC,Inside,1421
2025-02-04 04:00:00.000000 UTC,Outside,18089
2025-02-04 05:00:00.000000 UTC,Inside,6687
2025-02-04 05:00:00.000000 UTC,Outside,64361
2025-02-04 06:00:00.000000 UTC,Inside,20645
2025-02-04 06:00:00.000000 UTC,Outside,144722
2025-02-04 07:00:00.000000 UTC,Inside,46763
2025-02-04 07:00:00.000000 UTC,Outside,304346
2025-02-04 08:00:00.000000 UTC,Inside,75815
2025-02-04 08:00:00.000000 UTC,Outside,367992
2025-02-04 09:00:00.000000 UTC,Inside,50940
2025-02-04 09:00:00.000000 UTC,Outside,216482
2025-02-04 10:00:00.000000 UTC,Inside,29834
2025-02-04 10:00:00.000000 UTC,Outside,135879
2025-02-04 11:00:00.000000 UTC,Inside,27126
2025-02-04 11:00:00.000000 UTC,Outside,118643
2025-02-04 12:00:00.000000 UTC,Inside,29788
2025-02-04 12:00:00.000000 UTC,Outside,125081
2025-02-04 13:00:00.000000 UTC,Inside,33564
2025-02-04 13:00:00.000000 UTC,Outside,143504
2025-02-04 14:00:00.000000 UTC,Inside,44287
2025-02-04 14:00:00.000000 UTC,Outside,182731
2025-02-04 15:00:00.000000 UTC,Inside,62126
2025-02-04 15:00:00.000000 UTC,Outside,238207
2025-02-04 16:00:00.000000 UTC,Inside,80022
2025-02-04 16:00:00.000000 UTC,Outside,269441
2025-02-04 17:00:00.000000 UTC,Inside,118112
2025-02-04 17:00:00.000000 UTC,Outside,330737
2025-02-04 18:00:00.000000 UTC,Inside,85614
2025-02-04 18:00:00.000000 UTC,Outside,238247
2025-02-04 19:00:00.000000 UTC,Inside,48422
2025-02-04 19:00:00.000000 UTC,Outside,141740
2025-02-04 20:00:00.000000 UTC,Inside,33597
2025-02-04 20:00:00.000000 UTC,Outside,101763
2025-02-04 21:00:00.000000 UTC,Inside,31434
2025-02-04 21:00:00.000000 UTC,Outside,80055
2025-02-04 22:00:00.000000 UTC,Inside,25663
2025-02-04 22:00:00.000000 UTC,Outside,54377
2025-02-04 23:00:00.000000 UTC,Inside,11239
2025-02-04 23:00:00.000000 UTC,Outside,32210
2025-02-05 00:00:00.000000 UTC,Inside,6030
2025-02-05 00:00:00.000000 UTC,Outside,15727
2025-02-05 01:00:00.000000 UTC,Inside,1875
2025-02-05 01:00:00.000000 UTC,Outside,5983
2025-02-05 02:00:00.000000 UTC,Inside,974
2025-02-05 02:00:00.000000 UTC,Outside,4070
2025-02-05 03:00:00.000000 UTC,Inside,812
2025-02-05 03:00:00.000000 UTC,Outside,5989
2025-02-05 04:00:00.000000 UTC,Inside,1435
2025-02-05 04:00:00.000000 UTC,Outside,18003
2025-02-05 05:00:00.000000 UTC,Inside,6864
2025-02-05 05:00:00.000000 UTC,Outside,64351
2025-02-05 06:00:00.000000 UTC,Inside,20367
2025-02-05 06:00:00.000000 UTC,Outside,142728
2025-02-05 07:00:00.000000 UTC,Inside,45899
2025-02-05 07:00:00.000000 UTC,Outside,298974
2025-02-05 08:00:00.000000 UTC,Inside,75690
2025-02-05 08:00:00.000000 UTC,Outside,364637
2025-02-05 09:00:00.000000 UTC,Inside,51223
2025-02-05 09:00:00.000000 UTC,Outside,218528
2025-02-05 10:00:00.000000 UTC,Inside,30238
2025-02-05 10:00:00.000000 UTC,Outside,138572
2025-02-05 11:00:00.000000 UTC,Inside,27702
2025-02-05 11:00:00.000000 UTC,Outside,122477
2025-02-05 12:00:00.000000 UTC,Inside,31165
2025-02-05 12:00:00.000000 UTC,Outside,129022
2025-02-05 13:00:00.000000 UTC,Inside,35204
2025-02-05 13:00:00.000000 UTC,Outside,147787
2025-02-05 14:00:00.000000 UTC,Inside,46254
2025-02-05 14:00:00.000000 UTC,Outside,186071
2025-02-05 15:00:00.000000 UTC,Inside,61592
2025-02-05 15:00:00.000000 UTC,Outside,235790
2025-02-05 16:00:00.000000 UTC,Inside,80581
2025-02-05 16:00:00.000000 UTC,Outside,267153
2025-02-05 17:00:00.000000 UTC,Inside,117296
2025-02-05 17:00:00.000000 UTC,Outside,328197
2025-02-05 18:00:00.000000 UTC,Inside,86164
2025-02-05 18:00:00.000000 UTC,Outside,239937
2025-02-05 19:00:00.000000 UTC,Inside,49678
2025-02-05 19:00:00.000000 UTC,Outside,143888
2025-02-05 20:00:00.000000 UTC,Inside,35685
2025-02-05 20:00:00.000000 UTC,Outside,105314
2025-02-05 21:00:00.000000 UTC,Inside,32173
2025-02-05 21:00:00.000000 UTC,Outside,82015
2025-02-05 22:00:00.000000 UTC,Inside,26988
2025-02-05 22:00:00.000000 UTC,Outside,58543
2025-02-05 23:00:00.000000 UTC,Inside,12262
2025-02-05 23:00:00.000000 UTC,Outside,34260
2025-02-06 00:00:00.000000 UTC,Inside,6635
2025-02-06 00:00:00.000000 UTC,Outside,16950
2025-02-06 01:00:00.000000 UTC,Inside,2248
2025-02-06 01:00:00.000000 UTC,Outside,6634
2025-02-06 02:00:00.000000 UTC,Inside,1129
2025-02-06 02:00:00.000000 UTC,Outside,4335
2025-02-06 03:00:00.000000 UTC,Inside,859
2025-02-06 03:00:00.000000 UTC,Outside,6115
2025-02-06 04:00:00.000000 UTC,Inside,1431
2025-02-06 04:00:00.000000 UTC,Outside,17544
2025-02-06 05:00:00.000000 UTC,Inside,6364
2025-02-06 05:00:00.000000 UTC,Outside,60734
2025-02-06 06:00:00.000000 UTC,Inside,18662
2025-02-06 06:00:00.000000 UTC,Outside,131499
2025-02-06 07:00:00.000000 UTC,Inside,39701
2025-02-06 07:00:00.000000 UTC,Outside,273345
2025-02-06 08:00:00.000000 UTC,Inside,66491
2025-02-06 08:00:00.000000 UTC,Outside,329619
2025-02-06 09:00:00.000000 UTC,Inside,45471
2025-02-06 09:00:00.000000 UTC,Outside,202627
2025-02-06 10:00:00.000000 UTC,Inside,28233
2025-02-06 10:00:00.000000 UTC,Outside,128041
2025-02-06 11:00:00.000000 UTC,Inside,26090
2025-02-06 11:00:00.000000 UTC,Outside,111104
2025-02-06 12:00:00.000000 UTC,Inside,29118
2025-02-06 12:00:00.000000 UTC,Outside,119925
2025-02-06 13:00:00.000000 UTC,Inside,31720
2025-02-06 13:00:00.000000 UTC,Outside,135583
2025-02-06 14:00:00.000000 UTC,Inside,41523
2025-02-06 14:00:00.000000 UTC,Outside,174649
2025-02-06 15:00:00.000000 UTC,Inside,57425
2025-02-06 15:00:00.000000 UTC,Outside,223576
2025-02-06 16:00:00.000000 UTC,Inside,71776
2025-02-06 16:00:00.000000 UTC,Outside,248524
2025-02-06 17:00:00.000000 UTC,Inside,101530
2025-02-06 17:00:00.000000 UTC,Outside,298351
2025-02-06 18:00:00.000000 UTC,Inside,77976
2025-02-06 18:00:00.000000 UTC,Outside,222609
2025-02-06 19:00:00.000000 UTC,Inside,47076
2025-02-06 19:00:00.000000 UTC,Outside,138356
2025-02-06 20:00:00.000000 UTC,Inside,34157
2025-02-06 20:00:00.000000 UTC,Outside,103043
2025-02-06 21:00:00.000000 UTC,Inside,31042
2025-02-06 21:00:00.000000 UTC,Outside,80560
2025-02-06 22:00:00.000000 UTC,Inside,26774
2025-02-06 22:00:00.000000 UTC,Outside,60983
2025-02-06 23:00:00.000000 UTC,Inside,15841
2025-02-06 23:00:00.000000 UTC,Outside,37334
2025-02-07 00:00:00.000000 UTC,Inside,7627
2025-02-07 00:00:00.000000 UTC,Outside,19122
2025-02-07 01:00:00.000000 UTC,Inside,2881
2025-02-07 01:00:00.000000 UTC,Outside,8060
2025-02-07 02:00:00.000000 UTC,Inside,1512
2025-02-07 02:00:00.000000 UTC,Outside,5125
2025-02-07 03:00:00.000000 UTC,Inside,1104
2025-02-07 03:00:00.000000 UTC,Outside,6541
2025-02-07 04:00:00.000000 UTC,Inside,1504
2025-02-07 04:00:00.000000 UTC,Outside,17858
2025-02-07 05:00:00.000000 UTC,Inside,6556
2025-02-07 05:00:00.000000 UTC,Outside,61071
2025-02-07 06:00:00.000000 UTC,Inside,17510
2025-02-07 06:00:00.000000 UTC,Outside,130542
2025-02-07 07:00:00.000000 UTC,Inside,35373
2025-02-07 07:00:00.000000 UTC,Outside,252215
2025-02-07 08:00:00.000000 UTC,Inside,47248
2025-02-07 08:00:00.000000 UTC,Outside,270449
2025-02-07 09:00:00.000000 UTC,Inside,34703
2025-02-07 09:00:00.000000 UTC,Outside,171099
2025-02-07 10:00:00.000000 UTC,Inside,27020
2025-02-07 10:00:00.000000 UTC,Outside,128924
2025-02-07 11:00:00.000000 UTC,Inside,28692
2025-02-07 11:00:00.000000 UTC,Outside,124182
2025-02-07 12:00:00.000000 UTC,Inside,32754
2025-02-07 12:00:00.000000 UTC,Outside,135830
2025-02-07 13:00:00.000000 UTC,Inside,38042
2025-02-07 13:00:00.000000 UTC,Outside,155962
2025-02-07 14:00:00.000000 UTC,Inside,50112
2025-02-07 14:00:00.000000 UTC,Outside,199025
2025-02-07 15:00:00.000000 UTC,Inside,63964
2025-02-07 15:00:00.000000 UTC,Outside,242207
2025-02-07 16:00:00.000000 UTC,Inside,72216
2025-02-07 16:00:00.000000 UTC,Outside,253348
2025-02-07 17:00:00.000000 UTC,Inside,83702
2025-02-07 17:00:00.000000 UTC,Outside,270212
2025-02-07 18:00:00.000000 UTC,Inside,66428
2025-02-07 18:00:00.000000 UTC,Outside,210351
2025-02-07 19:00:00.000000 UTC,Inside,46190
2025-02-07 19:00:00.000000 UTC,Outside,145201
2025-02-07 20:00:00.000000 UTC,Inside,34690
2025-02-07 20:00:00.000000 UTC,Outside,105310
2025-02-07 21:00:00.000000 UTC,Inside,34952
2025-02-07 21:00:00.000000 UTC,Outside,88685
2025-02-07 22:00:00.000000 UTC,Inside,32636
2025-02-07 22:00:00.000000 UTC,Outside,73925
2025-02-07 23:00:00.000000 UTC,Inside,20338
2025-02-07 23:00:00.000000 UTC,Outside,52456
2025-02-08 00:00:00.000000 UTC,Inside,12418
2025-02-08 00:00:00.000000 UTC,Outside,31176
2025-02-08 01:00:00.000000 UTC,Inside,6208
2025-02-08 01:00:00.000000 UTC,Outside,14702
2025-02-08 02:00:00.000000 UTC,Inside,3150
2025-02-08 02:00:00.000000 UTC,Outside,8472
2025-02-08 03:00:00.000000 UTC,Inside,1761
2025-02-08 03:00:00.000000 UTC,Outside,6743
2025-02-08 04:00:00.000000 UTC,Inside,1531
2025-02-08 04:00:00.000000 UTC,Outside,10530
2025-02-08 05:00:00.000000 UTC,Inside,2072
2025-02-08 05:00:00.000000 UTC,Outside,22303
2025-02-08 06:00:00.000000 UTC,Inside,4646
2025-02-08 06:00:00.000000 UTC,Outside,42791
2025-02-08 07:00:00.000000 UTC,Inside,7909
2025-02-08 07:00:00.000000 UTC,Outside,65810
2025-02-08 08:00:00.000000 UTC,Inside,11675
2025-02-08 08:00:00.000000 UTC,Outside,84828
2025-02-08 09:00:00.000000 UTC,Inside,16561
2025-02-08 09:00:00.000000 UTC,Outside,95459
2025-02-08 10:00:00.000000 UTC,Inside,21804
2025-02-08 10:00:00.000000 UTC,Outside,106295
2025-02-08 11:00:00.000000 UTC,Inside,26919
2025-02-08 11:00:00.000000 UTC,Outside,119575
2025-02-08 12:00:00.000000 UTC,Inside,33010
2025-02-08 12:00:00.000000 UTC,Outside,134969
2025-02-08 13:00:00.000000 UTC,Inside,37057
2025-02-08 13:00:00.000000 UTC,Outside,147187
2025-02-08 14:00:00.000000 UTC,Inside,39767
2025-02-08 14:00:00.000000 UTC,Outside,151798
2025-02-08 15:00:00.000000 UTC,Inside,43509
2025-02-08 15:00:00.000000 UTC,Outside,157972
2025-02-08 16:00:00.000000 UTC,Inside,48027
2025-02-08 16:00:00.000000 UTC,Outside,156055
2025-02-08 17:00:00.000000 UTC,Inside,45010
2025-02-08 17:00:00.000000 UTC,Outside,147962
2025-02-08 18:00:00.000000 UTC,Inside,40980
2025-02-08 18:00:00.000000 UTC,Outside,133041
2025-02-08 19:00:00.000000 UTC,Inside,34268
2025-02-08 19:00:00.000000 UTC,Outside,109736
2025-02-08 20:00:00.000000 UTC,Inside,27222
2025-02-08 20:00:00.000000 UTC,Outside,82469
2025-02-08 21:00:00.000000 UTC,Inside,26096
2025-02-08 21:00:00.000000 UTC,Outside,73283
2025-02-08 22:00:00.000000 UTC,Inside,28306
2025-02-08 22:00:00.000000 UTC,Outside,67722
2025-02-08 23:00:00.000000 UTC,Inside,22812
2025-02-08 23:00:00.000000 UTC,Outside,53356
2025-02-09 00:00:00.000000 UTC,Inside,11804
2025-02-09 00:00:00.000000 UTC,Outside,30017
2025-02-09 01:00:00.000000 UTC,Inside,5936
2025-02-09 01:00:00.000000 UTC,Outside,15073
2025-02-09 02:00:00.000000 UTC,Inside,3401
2025-02-09 02:00:00.000000 UTC,Outside,8508
2025-02-09 03:00:00.000000 UTC,Inside,1972
2025-02-09 03:00:00.000000 UTC,Outside,6395
2025-02-09 04:00:00.000000 UTC,Inside,1639
2025-02-09 04:00:00.000000 UTC,Outside,8940
2025-02-09 05:00:00.000000 UTC,Inside,1615
2025-02-09 05:00:00.000000 UTC,Outside,16254
2025-02-09 06:00:00.000000 UTC,Inside,3403
2025-02-09 06:00:00.000000 UTC,Outside,29933
2025-02-09 07:00:00.000000 UTC,Inside,5325
2025-02-09 07:00:00.000000 UTC,Outside,43368
2025-02-09 08:00:00.000000 UTC,Inside,7958
2025-02-09 08:00:00.000000 UTC,Outside,55094
2025-02-09 09:00:00.000000 UTC,Inside,11672
2025-02-09 09:00:00.000000 UTC,Outside,69527
2025-02-09 10:00:00.000000 UTC,Inside,15866
2025-02-09 10:00:00.000000 UTC,Outside,80987
2025-02-09 11:00:00.000000 UTC,Inside,20182
2025-02-09 11:00:00.000000 UTC,Outside,89650
2025-02-09 12:00:00.000000 UTC,Inside,24367
2025-02-09 12:00:00.000000 UTC,Outside,100721
2025-02-09 13:00:00.000000 UTC,Inside,25935
2025-02-09 13:00:00.000000 UTC,Outside,108417
2025-02-09 14:00:00.000000 UTC,Inside,28062
2025-02-09 14:00:00.000000 UTC,Outside,111757
2025-02-09 15:00:00.000000 UTC,Inside,31431
2025-02-09 15:00:00.000000 UTC,Outside,114580
2025-02-09 16:00:00.000000 UTC,Inside,34468
2025-02-09 16:00:00.000000 UTC,Outside,115356
2025-02-09 17:00:00.000000 UTC,Inside,40209
2025-02-09 17:00:00.000000 UTC,Outside,130183
2025-02-09 18:00:00.000000 UTC,Inside,30448
2025-02-09 18:00:00.000000 UTC,Outside,98091
2025-02-09 19:00:00.000000 UTC,Inside,17880
2025-02-09 19:00:00.000000 UTC,Outside,58381
2025-02-09 20:00:00.000000 UTC,Inside,14921
2025-02-09 20:00:00.000000 UTC,Outside,47279
2025-02-09 21:00:00.000000 UTC,Inside,16310
2025-02-09 21:00:00.000000 UTC,Outside,50716
2025-02-09 22:00:00.000000 UTC,Inside,21936
2025-02-09 22:00:00.000000 UTC,Outside,67753
2025-02-09 23:00:00.000000 UTC,Inside,10326
2025-02-09 23:00:00.000000 UTC,Outside,32330
2025-02-10 00:00:00.000000 UTC,Inside,4478
2025-02-10 00:00:00.000000 UTC,Outside,13575
2025-02-10 01:00:00.000000 UTC,Inside,1742
2025-02-10 01:00:00.000000 UTC,Outside,5695
2025-02-10 02:00:00.000000 UTC,Inside,1099
2025-02-10 02:00:00.000000 UTC,Outside,4049
2025-02-10 03:00:00.000000 UTC,Inside,786
2025-02-10 03:00:00.000000 UTC,Outside,5777
2025-02-10 04:00:00.000000 UTC,Inside,1452
2025-02-10 04:00:00.000000 UTC,Outside,17963
2025-02-10 05:00:00.000000 UTC,Inside,6245
2025-02-10 05:00:00.000000 UTC,Outside,60004
2025-02-10 06:00:00.000000 UTC,Inside,18888
2025-02-10 06:00:00.000000 UTC,Outside,134176
2025-02-10 07:00:00.000000 UTC,Inside,41306
2025-02-10 07:00:00.000000 UTC,Outside,277288
2025-02-10 08:00:00.000000 UTC,Inside,62254
2025-02-10 08:00:00.000000 UTC,Outside,320100
2025-02-10 09:00:00.000000 UTC,Inside,41520
2025-02-10 09:00:00.000000 UTC,Outside,190161
2025-02-10 10:00:00.000000 UTC,Inside,27087
2025-02-10 10:00:00.000000 UTC,Outside,125937
2025-02-10 11:00:00.000000 UTC,Inside,25914
2025-02-10 11:00:00.000000 UTC,Outside,114102
2025-02-10 12:00:00.000000 UTC,Inside,28389
2025-02-10 12:00:00.000000 UTC,Outside,118970
2025-02-10 13:00:00.000000 UTC,Inside,31873
2025-02-10 13:00:00.000000 UTC,Outside,137311
2025-02-10 14:00:00.000000 UTC,Inside,42004
2025-02-10 14:00:00.000000 UTC,Outside,174275
2025-02-10 15:00:00.000000 UTC,Inside,57576
2025-02-10 15:00:00.000000 UTC,Outside,224988
2025-02-10 16:00:00.000000 UTC,Inside,70574
2025-02-10 16:00:00.000000 UTC,Outside,249684
2025-02-10 17:00:00.000000 UTC,Inside,96780
2025-02-10 17:00:00.000000 UTC,Outside,290510
2025-02-10 18:00:00.000000 UTC,Inside,71870
2025-02-10 18:00:00.000000 UTC,Outside,211550
2025-02-10 19:00:00.000000 UTC,Inside,41783
2025-02-10 19:00:00.000000 UTC,Outside,128921
2025-02-10 20:00:00.000000 UTC,Inside,28342
2025-02-10 20:00:00.000000 UTC,Outside,91721
2025-02-10 21:00:00.000000 UTC,Inside,24484
2025-02-10 21:00:00.000000 UTC,Outside,67716
2025-02-10 22:00:00.000000 UTC,Inside,19344
2025-02-10 22:00:00.000000 UTC,Outside,49227
2025-02-10 23:00:00.000000 UTC,Inside,9651
2025-02-10 23:00:00.000000 UTC,Outside,29378
2025-02-11 00:00:00.000000 UTC,Inside,5439
2025-02-11 00:00:00.000000 UTC,Outside,14784
2025-02-11 01:00:00.000000 UTC,Inside,1987
2025-02-11 01:00:00.000000 UTC,Outside,5565
2025-02-11 02:00:00.000000 UTC,Inside,1027
2025-02-11 02:00:00.000000 UTC,Outside,4101
2025-02-11 03:00:00.000000 UTC,Inside,829
2025-02-11 03:00:00.000000 UTC,Outside,5949
2025-02-11 04:00:00.000000 UTC,Inside,1412
2025-02-11 04:00:00.000000 UTC,Outside,17877
2025-02-11 05:00:00.000000 UTC,Inside,6819
2025-02-11 05:00:00.000000 UTC,Outside,63642
2025-02-11 06:00:00.000000 UTC,Inside,20346
2025-02-11 06:00:00.000000 UTC,Outside,142786
2025-02-11 07:00:00.000000 UTC,Inside,46270
2025-02-11 07:00:00.000000 UTC,Outside,301364
2025-02-11 08:00:00.000000 UTC,Inside,76035
2025-02-11 08:00:00.000000 UTC,Outside,366421
2025-02-11 09:00:00.000000 UTC,Inside,50892
2025-02-11 09:00:00.000000 UTC,Outside,218190
2025-02-11 10:00:00.000000 UTC,Inside,29685
2025-02-11 10:00:00.000000 UTC,Outside,135521
2025-02-11 11:00:00.000000 UTC,Inside,27115
2025-02-11 11:00:00.000000 UTC,Outside,117590
2025-02-11 12:00:00.000000 UTC,Inside,30014
2025-02-11 12:00:00.000000 UTC,Outside,124034
2025-02-11 13:00:00.000000 UTC,Inside,33806
2025-02-11 13:00:00.000000 UTC,Outside,143094
2025-02-11 14:00:00.000000 UTC,Inside,43721
2025-02-11 14:00:00.000000 UTC,Outside,181333
2025-02-11 15:00:00.000000 UTC,Inside,60600
2025-02-11 15:00:00.000000 UTC,Outside,234004
2025-02-11 16:00:00.000000 UTC,Inside,78514
2025-02-11 16:00:00.000000 UTC,Outside,265799
2025-02-11 17:00:00.000000 UTC,Inside,116385
2025-02-11 17:00:00.000000 UTC,Outside,325813
2025-02-11 18:00:00.000000 UTC,Inside,82866
2025-02-11 18:00:00.000000 UTC,Outside,236044
2025-02-11 19:00:00.000000 UTC,Inside,47859
2025-02-11 19:00:00.000000 UTC,Outside,139690
2025-02-11 20:00:00.000000 UTC,Inside,33897
2025-02-11 20:00:00.000000 UTC,Outside,103280
2025-02-11 21:00:00.000000 UTC,Inside,28822
2025-02-11 21:00:00.000000 UTC,Outside,78467
2025-02-11 22:00:00.000000 UTC,Inside,20367
2025-02-11 22:00:00.000000 UTC,Outside,53740
2025-02-11 23:00:00.000000 UTC,Inside,12020
2025-02-11 23:00:00.000000 UTC,Outside,33608
2025-02-12 00:00:00.000000 UTC,Inside,6037
2025-02-12 00:00:00.000000 UTC,Outside,15405
2025-02-12 01:00:00.000000 UTC,Inside,2048
2025-02-12 01:00:00.000000 UTC,Outside,6194
2025-02-12 02:00:00.000000 UTC,Inside,1144
2025-02-12 02:00:00.000000 UTC,Outside,4166
2025-02-12 03:00:00.000000 UTC,Inside,892
2025-02-12 03:00:00.000000 UTC,Outside,6092
2025-02-12 04:00:00.000000 UTC,Inside,1517
2025-02-12 04:00:00.000000 UTC,Outside,17880
2025-02-12 05:00:00.000000 UTC,Inside,6607
2025-02-12 05:00:00.000000 UTC,Outside,62462
2025-02-12 06:00:00.000000 UTC,Inside,19138
2025-02-12 06:00:00.000000 UTC,Outside,136296
2025-02-12 07:00:00.000000 UTC,Inside,43140
2025-02-12 07:00:00.000000 UTC,Outside,283525
2025-02-12 08:00:00.000000 UTC,Inside,69382
2025-02-12 08:00:00.000000 UTC,Outside,340316
2025-02-12 09:00:00.000000 UTC,Inside,47898
2025-02-12 09:00:00.000000 UTC,Outside,203552
2025-02-12 10:00:00.000000 UTC,Inside,27646
2025-02-12 10:00:00.000000 UTC,Outside,127123
2025-02-12 11:00:00.000000 UTC,Inside,25739
2025-02-12 11:00:00.000000 UTC,Outside,112785
2025-02-12 12:00:00.000000 UTC,Inside,28307
2025-02-12 12:00:00.000000 UTC,Outside,119285
2025-02-12 13:00:00.000000 UTC,Inside,32599
2025-02-12 13:00:00.000000 UTC,Outside,139219
2025-02-12 14:00:00.000000 UTC,Inside,43075
2025-02-12 14:00:00.000000 UTC,Outside,178417
2025-02-12 15:00:00.000000 UTC,Inside,58323
2025-02-12 15:00:00.000000 UTC,Outside,223535
2025-02-12 16:00:00.000000 UTC,Inside,75208
2025-02-12 16:00:00.000000 UTC,Outside,251398
2025-02-12 17:00:00.000000 UTC,Inside,109027
2025-02-12 17:00:00.000000 UTC,Outside,305144
2025-02-12 18:00:00.000000 UTC,Inside,82146
2025-02-12 18:00:00.000000 UTC,Outside,228642
2025-02-12 19:00:00.000000 UTC,Inside,46464
2025-02-12 19:00:00.000000 UTC,Outside,135821
2025-02-12 20:00:00.000000 UTC,Inside,32395
2025-02-12 20:00:00.000000 UTC,Outside,98344
2025-02-12 21:00:00.000000 UTC,Inside,29948
2025-02-12 21:00:00.000000 UTC,Outside,77597
2025-02-12 22:00:00.000000 UTC,Inside,27428
2025-02-12 22:00:00.000000 UTC,Outside,59236
2025-02-12 23:00:00.000000 UTC,Inside,12315
2025-02-12 23:00:00.000000 UTC,Outside,35316
2025-02-13 00:00:00.000000 UTC,Inside,6320
2025-02-13 00:00:00.000000 UTC,Outside,16894
2025-02-13 01:00:00.000000 UTC,Inside,2337
2025-02-13 01:00:00.000000 UTC,Outside,6354
2025-02-13 02:00:00.000000 UTC,Inside,1178
2025-02-13 02:00:00.000000 UTC,Outside,4319
2025-02-13 03:00:00.000000 UTC,Inside,840
2025-02-13 03:00:00.000000 UTC,Outside,5951
2025-02-13 04:00:00.000000 UTC,Inside,1415
2025-02-13 04:00:00.000000 UTC,Outside,17588
2025-02-13 05:00:00.000000 UTC,Inside,6537
2025-02-13 05:00:00.000000 UTC,Outside,61209
2025-02-13 06:00:00.000000 UTC,Inside,19447
2025-02-13 06:00:00.000000 UTC,Outside,136226
2025-02-13 07:00:00.000000 UTC,Inside,43299
2025-02-13 07:00:00.000000 UTC,Outside,286000
2025-02-13 08:00:00.000000 UTC,Inside,68226
2025-02-13 08:00:00.000000 UTC,Outside,342864
2025-02-13 09:00:00.000000 UTC,Inside,49876
2025-02-13 09:00:00.000000 UTC,Outside,209782
2025-02-13 10:00:00.000000 UTC,Inside,29656
2025-02-13 10:00:00.000000 UTC,Outside,135847
2025-02-13 11:00:00.000000 UTC,Inside,27239
2025-02-13 11:00:00.000000 UTC,Outside,119886
2025-02-13 12:00:00.000000 UTC,Inside,30544
2025-02-13 12:00:00.000000 UTC,Outside,126944
2025-02-13 13:00:00.000000 UTC,Inside,34501
2025-02-13 13:00:00.000000 UTC,Outside,145204
2025-02-13 14:00:00.000000 UTC,Inside,44624
2025-02-13 14:00:00.000000 UTC,Outside,184066
2025-02-13 15:00:00.000000 UTC,Inside,60347
2025-02-13 15:00:00.000000 UTC,Outside,234816
2025-02-13 16:00:00.000000 UTC,Inside,75761
2025-02-13 16:00:00.000000 UTC,Outside,261581
2025-02-13 17:00:00.000000 UTC,Inside,107625
2025-02-13 17:00:00.000000 UTC,Outside,314007
2025-02-13 18:00:00.000000 UTC,Inside,83471
2025-02-13 18:00:00.000000 UTC,Outside,237683
2025-02-13 19:00:00.000000 UTC,Inside,50735
2025-02-13 19:00:00.000000 UTC,Outside,151637
2025-02-13 20:00:00.000000 UTC,Inside,36025
2025-02-13 20:00:00.000000 UTC,Outside,109684
2025-02-13 21:00:00.000000 UTC,Inside,32519
2025-02-13 21:00:00.000000 UTC,Outside,86591
2025-02-13 22:00:00.000000 UTC,Inside,24943
2025-02-13 22:00:00.000000 UTC,Outside,66448
2025-02-13 23:00:00.000000 UTC,Inside,14372
2025-02-13 23:00:00.000000 UTC,Outside,39455
2025-02-14 00:00:00.000000 UTC,Inside,7893
2025-02-14 00:00:00.000000 UTC,Outside,20258
2025-02-14 01:00:00.000000 UTC,Inside,3135
2025-02-14 01:00:00.000000 UTC,Outside,8168
2025-02-14 02:00:00.000000 UTC,Inside,1618
2025-02-14 02:00:00.000000 UTC,Outside,5189
2025-02-14 03:00:00.000000 UTC,Inside,1027
2025-02-14 03:00:00.000000 UTC,Outside,6294
2025-02-14 04:00:00.000000 UTC,Inside,1527
2025-02-14 04:00:00.000000 UTC,Outside,17617
2025-02-14 05:00:00.000000 UTC,Inside,6346
2025-02-14 05:00:00.000000 UTC,Outside,59660
2025-02-14 06:00:00.000000 UTC,Inside,17163
2025-02-14 06:00:00.000000 UTC,Outside,127745
2025-02-14 07:00:00.000000 UTC,Inside,33526
2025-02-14 07:00:00.000000 UTC,Outside,247490
2025-02-14 08:00:00.000000 UTC,Inside,42638
